LogEntry{timestamp=2024-01-01T00:05:48.427, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_6868'}
LogEntry{timestamp=2024-01-12T05:02:39.900, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_2310'}
LogEntry{timestamp=2024-01-26T14:44:57.147, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_4777'}
LogEntry{timestamp=2024-01-27T09:14:31.086, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_4380'}
LogEntry{timestamp=2024-03-26T20:56:59.672, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_1169'}
LogEntry{timestamp=2024-01-30T15:59:18.752, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_6304'}
LogEntry{timestamp=2024-02-15T22:02:30.826, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_2584'}
LogEntry{timestamp=2024-01-23T20:34:03.280, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_8483'}
LogEntry{timestamp=2024-01-15T06:58:03, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_3669'}
LogEntry{timestamp=2024-03-19T04:18:10.124, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_7996'}
LogEntry{timestamp=2024-01-12T06:43:15.527, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_1777'}
LogEntry{timestamp=2024-02-08T04:09:08.534, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_4424'}
LogEntry{timestamp=2024-02-22T01:23:39.500, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_7571'}
LogEntry{timestamp=2024-01-05T05:37:06.962, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_5293'}
LogEntry{timestamp=2024-01-24T17:27:38.970, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_5819'}
LogEntry{timestamp=2024-03-24T01:59:04.929, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_4177'}
LogEntry{timestamp=2024-02-25T01:18:45.108, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_4208'}
LogEntry{timestamp=2024-01-18T10:31:28.099, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_7305'}
LogEntry{timestamp=2024-03-12T11:19:09.687, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_8218'}
LogEntry{timestamp=2024-03-15T13:19:16.194, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_3727'}
LogEntry{timestamp=2024-01-21T21:05:48.006, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_6318'}
LogEntry{timestamp=2024-03-12T11:18:17, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_3474'}
LogEntry{timestamp=2024-01-16T21:48:07.185, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_3510'}
LogEntry{timestamp=2024-01-13T22:14:10.086, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_1511'}
LogEntry{timestamp=2024-02-23T18:18:28.468, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_8902'}
LogEntry{timestamp=2024-03-20T00:52:03.510, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_2201'}
LogEntry{timestamp=2024-03-21T14:30:42.096, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_9060'}
LogEntry{timestamp=2024-01-07T11:27:33.872, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_7944'}
LogEntry{timestamp=2024-03-13T22:04:57.135, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_5154'}
LogEntry{timestamp=2024-02-10T14:10:16.409, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_6392'}
LogEntry{timestamp=2024-02-28T15:06:59.830, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_9953'}
LogEntry{timestamp=2024-01-15T04:21:39.048, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_9022'}
LogEntry{timestamp=2024-02-01T03:34:04.241, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_9000'}
LogEntry{timestamp=2024-03-17T18:46:48.884, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_1766'}
LogEntry{timestamp=2024-03-18T12:25:09.329, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_5790'}
LogEntry{timestamp=2024-02-19T02:53:03.038, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_9835'}
LogEntry{timestamp=2024-01-17T05:39:43.328, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_5119'}
LogEntry{timestamp=2024-03-19T06:11:54.846, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_5222'}
LogEntry{timestamp=2024-02-04T18:48:51.176, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_8473'}
LogEntry{timestamp=2024-03-15T18:33:42.912, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_4257'}
LogEntry{timestamp=2024-03-06T20:46:37.760, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_4134'}
LogEntry{timestamp=2024-04-04T04:38:51.180, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_9334'}
LogEntry{timestamp=2024-02-13T09:48:42.912, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_3237'}
LogEntry{timestamp=2024-03-17T03:47:24.480, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_8391'}
LogEntry{timestamp=2024-03-19T18:59:56.184, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_2184'}
LogEntry{timestamp=2024-03-02T02:37:51.696, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_2932'}
LogEntry{timestamp=2024-03-16T14:56:17.052, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_3795'}
LogEntry{timestamp=2024-03-13T14:53:34.341, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_5151'}
LogEntry{timestamp=2024-01-05T13:59:58.198, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_4327'}
LogEntry{timestamp=2024-03-31T21:28:32.376, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_8488'}
LogEntry{timestamp=2024-03-25T00:57:02.237, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_3616'}
LogEntry{timestamp=2024-03-12T00:30:30.144, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_9683'}
LogEntry{timestamp=2024-03-27T03:11:59.334, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_9650'}
LogEntry{timestamp=2024-03-27T10:15:36.580, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_6544'}
LogEntry{timestamp=2024-01-29T03:39:15.702, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_4527'}
LogEntry{timestamp=2024-01-31T12:43:20.494, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_2658'}
LogEntry{timestamp=2024-01-25T01:07:50.616, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_5337'}
LogEntry{timestamp=2024-02-10T01:12:54.610, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_8435'}
LogEntry{timestamp=2024-02-20T18:19:15.825, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_9048'}
LogEntry{timestamp=2024-01-08T06:37:34.824, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_1363'}
LogEntry{timestamp=2024-01-18T06:46:22.425, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_4580'}
LogEntry{timestamp=2024-03-31T16:50:21.500, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_3275'}
LogEntry{timestamp=2024-03-29T20:48:29.745, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_3843'}
LogEntry{timestamp=2024-03-09T09:28:47.592, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_9172'}
LogEntry{timestamp=2024-03-16T02:21:01.484, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_2416'}
LogEntry{timestamp=2024-01-30T20:31:40.147, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_4477'}
LogEntry{timestamp=2024-03-09T07:36:37.712, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_8997'}
LogEntry{timestamp=2024-01-15T06:50:52.929, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_7942'}
LogEntry{timestamp=2024-03-15T19:24:59.592, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_8709'}
LogEntry{timestamp=2024-02-27T09:20:10.400, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_7977'}
LogEntry{timestamp=2024-01-21T00:58:54.750, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_2957'}
LogEntry{timestamp=2024-03-22T06:57:28.660, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_8873'}
LogEntry{timestamp=2024-02-05T10:10:18.970, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_7884'}
LogEntry{timestamp=2024-03-26T02:24:37.554, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_3055'}
LogEntry{timestamp=2024-01-09T08:59:21.344, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_4025'}
LogEntry{timestamp=2024-03-24T15:46:13.206, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_1511'}
LogEntry{timestamp=2024-02-05T23:44:43.423, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_9339'}
LogEntry{timestamp=2024-01-27T20:56:34.800, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_9502'}
LogEntry{timestamp=2024-02-17T04:38:40.706, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_4050'}
LogEntry{timestamp=2024-03-04T14:13:45.094, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_4083'}
LogEntry{timestamp=2024-02-21T00:13:03.177, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_1045'}
LogEntry{timestamp=2024-02-19T21:06:57.447, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_6303'}
LogEntry{timestamp=2024-03-21T09:05:33.740, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_8270'}
LogEntry{timestamp=2024-04-08T08:47:46.353, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_3645'}
LogEntry{timestamp=2024-01-22T17:46:31.680, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_5237'}
LogEntry{timestamp=2024-02-09T05:26:14.819, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_1669'}
LogEntry{timestamp=2024-01-16T22:05:14.987, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_6410'}
LogEntry{timestamp=2024-02-17T14:42:49.824, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_6643'}
LogEntry{timestamp=2024-03-18T23:11:20.400, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_7371'}
LogEntry{timestamp=2024-02-22T06:58:22.840, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_7277'}
LogEntry{timestamp=2024-03-23T05:30:35.580, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_6560'}
LogEntry{timestamp=2024-01-15T18:21:35.308, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_3799'}
LogEntry{timestamp=2024-03-11T21:06:58.050, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_9880'}
LogEntry{timestamp=2024-03-15T03:33:34.575, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_4877'}
LogEntry{timestamp=2024-03-25T02:58:45.777, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_6929'}
LogEntry{timestamp=2024-03-11T23:02:19.320, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_4763'}
LogEntry{timestamp=2024-01-06T05:14:33.654, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_8269'}
LogEntry{timestamp=2024-03-23T00:26:03.340, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_2650'}
LogEntry{timestamp=2024-04-01T04:01:03.794, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_5854'}
LogEntry{timestamp=2024-02-10T14:30:20.972, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_7272'}
LogEntry{timestamp=2024-02-01T01:14:01.623, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_9788'}
LogEntry{timestamp=2024-01-09T17:22:55.308, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_5502'}
LogEntry{timestamp=2024-03-03T01:05:14.128, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_7915'}
LogEntry{timestamp=2024-04-03T10:55:15.486, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_7448'}
LogEntry{timestamp=2024-01-06T14:15:56.550, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_6239'}
LogEntry{timestamp=2024-03-25T22:56:11.447, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_5309'}
LogEntry{timestamp=2024-04-02T19:54:18.171, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_1500'}
LogEntry{timestamp=2024-02-02T01:12:11.872, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_3119'}
LogEntry{timestamp=2024-01-24T03:18:15.051, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_8346'}
LogEntry{timestamp=2024-03-04T19:13:33.168, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_7332'}
LogEntry{timestamp=2024-02-28T01:39:27.740, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_5461'}
LogEntry{timestamp=2024-01-19T12:05:18.639, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_2477'}
LogEntry{timestamp=2024-03-08T07:47:12.560, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_2041'}
LogEntry{timestamp=2024-01-16T07:41:49.920, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_8170'}
LogEntry{timestamp=2024-03-09T23:36:58.446, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_3041'}
LogEntry{timestamp=2024-03-16T03:45:45.865, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_3372'}
LogEntry{timestamp=2024-01-14T20:03:47.887, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_6503'}
LogEntry{timestamp=2024-04-09T21:39:11.097, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_6176'}
LogEntry{timestamp=2024-02-16T05:01:14.682, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_2235'}
LogEntry{timestamp=2024-02-12T10:16:23.407, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_1909'}
LogEntry{timestamp=2024-02-24T12:37:01.518, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_5247'}
LogEntry{timestamp=2024-03-10T01:07:27.168, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_2563'}
LogEntry{timestamp=2024-02-28T06:06:21.576, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_7034'}
LogEntry{timestamp=2024-01-16T14:35:00.722, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_3231'}
LogEntry{timestamp=2024-03-10T05:00:01.380, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_7978'}
LogEntry{timestamp=2024-01-29T10:06:57.094, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_3299'}
LogEntry{timestamp=2024-04-05T15:43:26.661, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_9466'}
LogEntry{timestamp=2024-01-25T02:19:45.360, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_3402'}
LogEntry{timestamp=2024-02-16T23:25:06.432, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_8560'}
LogEntry{timestamp=2024-04-09T03:41:58.833, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_5827'}
LogEntry{timestamp=2024-01-19T16:09:07.110, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_3391'}
LogEntry{timestamp=2024-03-03T20:20:23.100, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_6369'}
LogEntry{timestamp=2024-03-29T02:10:24.448, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_7686'}
LogEntry{timestamp=2024-03-04T18:17:15.648, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_7802'}
LogEntry{timestamp=2024-03-08T14:40:07.668, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_1731'}
LogEntry{timestamp=2024-03-27T09:06:59.092, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_3419'}
LogEntry{timestamp=2024-03-03T22:47:32.592, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_4570'}
LogEntry{timestamp=2024-03-14T01:42:49.356, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_9588'}
LogEntry{timestamp=2024-02-23T17:17:54.796, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_1161'}
LogEntry{timestamp=2024-01-12T06:11:17.690, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_4555'}
LogEntry{timestamp=2024-02-07T03:04:51.168, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_4423'}
LogEntry{timestamp=2024-01-24T12:35:52.704, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_4679'}
LogEntry{timestamp=2024-03-23T13:59:27.424, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_4967'}
LogEntry{timestamp=2024-01-23T04:01:10.896, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_6894'}
LogEntry{timestamp=2024-03-10T22:45:37.632, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_1608'}
LogEntry{timestamp=2024-04-05T11:05:55.617, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_3360'}
LogEntry{timestamp=2024-03-11T17:03:22.874, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_4449'}
LogEntry{timestamp=2024-03-05T00:16:41.885, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_8098'}
LogEntry{timestamp=2024-01-22T12:45:12.754, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_4052'}
LogEntry{timestamp=2024-03-26T05:19:59.713, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_4138'}
LogEntry{timestamp=2024-03-07T12:45:34.400, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_4659'}
LogEntry{timestamp=2024-01-28T01:15:19.530, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_4726'}
LogEntry{timestamp=2024-03-18T04:53:27.618, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_2377'}
LogEntry{timestamp=2024-03-08T12:06:18.786, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_7344'}
LogEntry{timestamp=2024-03-27T06:18:11.051, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_2599'}
LogEntry{timestamp=2024-04-02T09:50:59.866, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_9936'}
LogEntry{timestamp=2024-03-22T21:22:52.860, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_2597'}
LogEntry{timestamp=2024-02-25T21:18:02.040, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_7229'}
LogEntry{timestamp=2024-02-18T10:41:55.200, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_4900'}
LogEntry{timestamp=2024-04-11T03:12:57.684, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_5074'}
LogEntry{timestamp=2024-03-29T21:01:58.488, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_4652'}
LogEntry{timestamp=2024-03-31T18:28:40.690, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_6194'}
LogEntry{timestamp=2024-01-02T19:18:18.558, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_1303'}
LogEntry{timestamp=2024-04-09T02:55:20.292, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_2350'}
LogEntry{timestamp=2024-01-22T15:27:05.300, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_4347'}
LogEntry{timestamp=2024-02-05T08:31:35.985, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_2423'}
LogEntry{timestamp=2024-01-27T07:11:41.854, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_5477'}
LogEntry{timestamp=2024-03-28T06:15:18.328, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_9783'}
LogEntry{timestamp=2024-01-21T23:09:36, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_1601'}
LogEntry{timestamp=2024-02-07T09:37:44.424, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_9890'}
LogEntry{timestamp=2024-02-28T23:49:43.914, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_1327'}
LogEntry{timestamp=2024-03-18T15:26:36.699, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_5868'}
LogEntry{timestamp=2024-04-10T16:52:16.200, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_5974'}
LogEntry{timestamp=2024-01-24T19:30:20.827, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_9948'}
LogEntry{timestamp=2024-01-31T05:49:42.462, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_1174'}
LogEntry{timestamp=2024-01-18T17:29:46.407, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_6009'}
LogEntry{timestamp=2024-02-20T11:03:34.729, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_2513'}
LogEntry{timestamp=2024-03-21T17:31:59.910, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_6320'}
LogEntry{timestamp=2024-03-02T07:32:48.458, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_6213'}
LogEntry{timestamp=2024-03-01T20:17:28.212, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_5793'}
LogEntry{timestamp=2024-03-20T04:37:32.055, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_8871'}
LogEntry{timestamp=2024-03-28T23:42:01.008, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_2202'}
LogEntry{timestamp=2024-02-10T14:15:41.961, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_1568'}
LogEntry{timestamp=2024-01-26T02:46:42.654, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_3910'}
LogEntry{timestamp=2024-03-22T03:28:16.200, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_7159'}
LogEntry{timestamp=2024-01-18T07:25:46.770, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_6808'}
LogEntry{timestamp=2024-02-27T20:47:53.112, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_5776'}
LogEntry{timestamp=2024-03-30T05:54:32.736, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_1950'}
LogEntry{timestamp=2024-02-11T16:40:22.375, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_6642'}
LogEntry{timestamp=2024-02-22T12:18:52.536, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_3512'}
LogEntry{timestamp=2024-01-12T13:36:01.546, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_9553'}
LogEntry{timestamp=2024-01-30T17:32:54.686, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_5292'}
LogEntry{timestamp=2024-03-07T23:32:41.238, level='ERROR', service='com.example.ShippingService', message='Authentication failed - user: user_4349'}
LogEntry{timestamp=2024-01-26T20:31:51.044, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_5804'}
LogEntry{timestamp=2024-04-05T11:11:00.358, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_4742'}
LogEntry{timestamp=2024-03-03T18:36:51.398, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_4221'}
LogEntry{timestamp=2024-02-01T13:25:02.055, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_8438'}
LogEntry{timestamp=2024-03-06T05:13:17.623, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_3394'}
LogEntry{timestamp=2024-02-05T15:59:31.713, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_4402'}
LogEntry{timestamp=2024-02-28T03:15:02.538, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_4983'}
LogEntry{timestamp=2024-02-04T16:49:14.108, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_5452'}
LogEntry{timestamp=2024-02-16T17:33:02.052, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_6345'}
LogEntry{timestamp=2024-04-08T23:15:25.932, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_6112'}
LogEntry{timestamp=2024-01-03T14:56:55.122, level='ERROR', service='com.example.CustomerService', message='Authentication failed - user: user_7095'}
LogEntry{timestamp=2024-03-08T12:26:45.641, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_8254'}
LogEntry{timestamp=2024-03-25T01:59:00.448, level='ERROR', service='com.example.DatabaseService', message='Authentication failed - user: user_2145'}
LogEntry{timestamp=2024-02-21T18:56:29.889, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_7595'}
LogEntry{timestamp=2024-01-26T09:07:25.775, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_8435'}
LogEntry{timestamp=2024-03-24T23:28:37.994, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_6244'}
LogEntry{timestamp=2024-02-13T13:38:05.250, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_5858'}
LogEntry{timestamp=2024-01-08T02:40:20.550, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_1544'}
LogEntry{timestamp=2024-03-10T15:45:02.304, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_5127'}
LogEntry{timestamp=2024-04-11T19:30:29.736, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_3917'}
LogEntry{timestamp=2024-04-05T07:09:36.182, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_6031'}
LogEntry{timestamp=2024-01-10T18:11:48.474, level='ERROR', service='com.example.InventoryService', message='Authentication failed - user: user_1762'}
LogEntry{timestamp=2024-02-06T10:51:44.048, level='ERROR', service='com.example.OrderService', message='Authentication failed - user: user_3834'}
LogEntry{timestamp=2024-03-06T23:38:16.644, level='ERROR', service='com.example.ReportService', message='Authentication failed - user: user_1809'}
LogEntry{timestamp=2024-01-31T07:05:52.798, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_8877'}
LogEntry{timestamp=2024-02-01T08:39:01.062, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_7755'}
LogEntry{timestamp=2024-03-28T11:20:23.775, level='ERROR', service='com.example.UserService', message='Authentication failed - user: user_6768'}
LogEntry{timestamp=2024-04-07T05:59:09.750, level='ERROR', service='com.example.NotificationService', message='Authentication failed - user: user_4461'}
LogEntry{timestamp=2024-01-21T23:59:49.348, level='ERROR', service='com.example.PaymentService', message='Authentication failed - user: user_5070'}
LogEntry{timestamp=2024-03-12T06:45:02.420, level='ERROR', service='com.example.AuthService', message='Authentication failed - user: user_3926'}
